CPU	 31	 0.5
CPU	 1	 3.88335
CPU	 3	 3.68332
CPU	 5	 3.46665
CPU	 7	 3.25
CPU	 9	 3.06668
CPU	 11	 2.85
CPU	 13	 2.65
CPU	 15	 2.46667
CPU	 33	 5.21668
CPU	 35	 4.68335
CPU	 37	 4.45
CPU	 39	 4.23332
CPU	 41	 4.01668
CPU	 43	 3.81668
CPU	 45	 3.61665
CPU	 47	 3.41668
CPU	 49	 3.21667
CPU	 51	 3
CPU	 53	 2.78333
CPU	 55	 2.58332
CPU	 57	 2.36667
CPU	 59	 2.16668
CPU	 61	 1.95
CPU	 63	 1.73333
CPU	 65	 1.51667
CPU	 67	 1.31668
CPU	 69	 1.11665
CPU	 71	 0.93335
CPU	 73	 0.7
CPU	 17	 2.25
CPU	 19	 2.05
CPU	 21	 1.83333
CPU	 23	 1.63335
CPU	 25	 1.41667
CPU	 27	 1.2
CPU	 29	 0.98335
CPU	 75	 5.11667
CPU	 77	 4.65
CPU	 79	 4.41665
CPU	 81	 4.2
CPU	 83	 3.98332
CPU	 85	 3.78333
CPU	 87	 3.56668
CPU	 89	 3.36667
CPU	 91	 3.16665
CPU	 93	 2.96667
CPU	 95	 2.76668
CPU	 97	 2.55
CPU	 99	 2.35
IO	 32	 2906.13
IO	 46	 2904.38
IO	 50	 2904.1
IO	 54	 2903.95
IO	 38	 2905.88
IO	 36	 2906.2
IO	 44	 2905.3
IO	 2	 2910.6
IO	 64	 2903.35
IO	 82	 2901.57
IO	 40	 2906.55
IO	 10	 2910.4
IO	 8	 2910.63
IO	 34	 2907.48
IO	 60	 2904.72
IO	 76	 2902.72
IO	 62	 2904.55
IO	 66	 2904.17
IO	 88	 2901.52
IO	 42	 2907.08
IO	 80	 2902.68
IO	 26	 2909.32
IO	 58	 2905.45
IO	 74	 2903.67
IO	 24	 2909.67
IO	 12	 2911.18
IO	 0	 2912.53
IO	 68	 2904.65
IO	 78	 2903.32
IO	 52	 2906.52
IO	 48	 2907.07
IO	 56	 2906.17
IO	 70	 2904.68
IO	 98	 2901.32
IO	 94	 2901.8
IO	 6	 2912.18
IO	 22	 2910.28
IO	 92	 2902.03
IO	 18	 2910.92
IO	 30	 2909.52
IO	 14	 2911.38
IO	 86	 2902.72
IO	 4	 2912.52
IO	 72	 2904.63
IO	 90	 2902.37
IO	 96	 2901.73
IO	 16	 2911.33
IO	 84	 2903.1
IO	 28	 2909.97
IO	 20	 2910.9
