CPU	 1	 0.93335
CPU	 5	 0.61665
CPU	 3	 0.766675
CPU	 7	 5.13335
CPU	 9	 4.8
CPU	 11	 4.65
CPU	 13	 4.5
CPU	 15	 4.31668
CPU	 17	 4.15
CPU	 19	 3.98332
CPU	 21	 3.8
CPU	 23	 3.61667
CPU	 25	 3.43332
CPU	 27	 3.26668
CPU	 29	 3.06668
CPU	 31	 2.88333
CPU	 33	 2.7
CPU	 35	 2.5
CPU	 37	 2.31668
CPU	 39	 2.11665
CPU	 41	 1.91667
CPU	 43	 1.71667
CPU	 45	 5.33333
CPU	 47	 3.93332
CPU	 49	 3.73332
CPU	 51	 3.55
CPU	 53	 3.4
CPU	 55	 3.25
CPU	 57	 3.1
CPU	 59	 2.95
CPU	 61	 2.76668
CPU	 63	 2.6
CPU	 65	 2.45
CPU	 67	 2.3
CPU	 69	 2.13333
CPU	 71	 2
CPU	 73	 1.83335
CPU	 75	 1.68332
CPU	 79	 5.21668
CPU	 81	 3.95
CPU	 83	 3.8
CPU	 85	 3.61665
CPU	 87	 3.46667
CPU	 89	 3.3
CPU	 91	 3.15
CPU	 93	 2.96665
CPU	 95	 2.78333
CPU	 97	 2.61667
CPU	 77	 1.55
CPU	 99	 2.45
IO	 10	 2998.78
IO	 2	 2999.93
IO	 12	 2998.88
IO	 14	 2998.78
IO	 4	 3000.4
IO	 28	 2998.32
IO	 30	 2998.22
IO	 82	 2989.93
IO	 16	 3000.33
IO	 86	 2989.77
IO	 8	 3001.5
IO	 18	 3000.47
IO	 0	 3002.73
IO	 96	 2989.03
IO	 90	 2989.98
IO	 38	 2998.35
IO	 6	 3002.47
IO	 46	 2996.17
IO	 26	 3000.25
IO	 68	 2993.95
IO	 40	 2998.6
IO	 80	 2992.05
IO	 56	 2995.8
IO	 84	 2991.6
IO	 22	 3001.3
IO	 94	 2990.5
IO	 78	 2993.63
IO	 20	 3001.7
IO	 24	 3001.33
IO	 34	 2999.88
IO	 88	 2991.55
IO	 44	 2998.65
IO	 92	 2991.1
IO	 36	 3000.02
IO	 54	 2996.55
IO	 64	 2995.43
IO	 98	 2990.55
IO	 62	 2995.7
IO	 50	 2997.03
IO	 32	 3000.65
IO	 66	 2995.35
IO	 72	 2994.65
IO	 52	 2996.9
IO	 74	 2994.45
IO	 70	 2994.93
IO	 42	 2999.47
IO	 58	 2996.3
IO	 48	 2997.52
IO	 60	 2996.15
IO	 76	 2994.4
